NCO_Code,Job_Title
2651.0200,Modeller (Except Stone)
2651.0300,Stone Modeller
2651.0400,"Painter, Fine Art"
2651.0500,"Renovator, Paintings"
2651.0600,Cartoonist
2651.9900,"Visual Artists, Other"
2652.0100,Music Composer
2652.0200,Orchestra Conductor
2652.0300,Singer
2652.0400,"Instrumental Musician, String Instrument"
2652.0500,"Instrumental Musician, Percussion Instrument"
2652.0600,"Instrumental Musician, Wind Instrument"
2652.9900,"Musicians, Singers and Composers, Other"
2653.0100,Choreographer
2653.0200,Nattuvan
2653.0300,Dancer
2653.9900,"Choreographers and Dancers, Other"
2654.0100,"Director, Theatrical"
2654.0200,"Director, Music"
2654.0300,Dance Director
2654.0351,Live Action Director
2654.0400,"Director, Research (Motion  Picture, Radio & TV)"
2654.0500,"Manager, Recreation and Entertainment"
2654.0600,"Producer, Stage"
2654.0700,"Producer, Film"
2654.0800,Production Manager (Motion Picture)
2654.0901,Lighting Artist
2654.9900,"Stage and Film Directors, Other"
2655.0100,Actor and Actress
2655.0200,Extra
2655.0301,Voice Over Artist
2656.0100,Programme Announcer
2656.0200,Disc Jockey
2656.9900,"Radio, Television and Other Announcers, Other"
2659.0100,Rope Dancer
2659.0200,Acrobat
2659.0300,Equestrian
2659.0400,Contortionist
2659.0500,"Circus Performers, Other"
2659.0600,Ventriloquist
2659.0700,Buffoon; Clown
2659.0800,Mimic
2659.0900,Magician
2659.1000,Juggler
2659.1100,Snake Charmer
2659.1200,Puppeteer
2659.1300,"Trainer, Animal"
2659.1400,Race Horse Trainer
3111.0100,"Laboratory Assistant, Physical"
3111.0200,"Laboratory Assistant, Soil"
3111.0300,"Laboratory Assistant, Chemical"
3111.0400,Chemical Radiation Technician
3111.0500,"Laboratory Assistant, Geological"
3111.0600,"Slide Examiner, Petrology"
3111.0700,"Slide Examiner, Palaeontology"
3111.9900,"Physical Science Technicians, Other"
3112.0100,"Overseer, Civil Engineering"
3112.0200,Permanent Way Inspector
3112.0300,Plain Tabler
3112.0400,Topographical Auxiliary
3112.0500,Computer Topographical
3112.0600,"Surveyor, Tidal"
3112.0701,Assistant Laboratory and Field Technician
3112.9900,"Civil Engineering Technicians, Other"
3113.0101,"Electrical Engineering, Technician/Maintenance"
3113.0102,Maintenance Technician Electrical
3113.0111,Technician Furnace Transformers: Ferro Alloys
3113.0200,Electrical Technician (High Voltage)
3113.0300,Energy Auditor
3113.0401,Machine Maintenance Technician
3113.0501,Maintenance Executive
3113.0601,Maintenance Technician
3113.0701,Customer Inspection Technician
3113.0801,In-Process and Final Quality Engineer
3113.0802,Final Testing Technician
3113.0803,Automated Optical Inspection Machine Operator
3113.0901,Cluster In -Charge
3113.1001,LED Luminaries Testing and Measurement
3113.1002,LED Light Repair Technician
3113.9900,"Electrical Technicians, Other"
3114.0100,Electronics Technician
3114.0200,Television Chassis Inspector/Television Technician
3114.0601,BSS Support Engineer
3114.0701,Field Maintenance Engineer
3114.0801,ICT Engineer
3114.0802,ICT Technician
3114.0804,Broadband Technician
3114.0901,Installation Engineer – L
3114.0902,Installation Engineer Installation Engineer – SDH
3114.1101,Product Specialist Engineer
3114.1201,Transmission Engineer
3114.1301,Network Management Engineer
3114.9900,Electronics and Telecommunications Engineering
3115.0101,Mechanical Engineering Technician/Supervisor
3115.0102,Maintenance Technician – Mechanical
3115.0103,Maintenance Technician Assistant – Mechanical
3115.0104,Body Shop In -Charge
3115.0105,Workshop Manager
3115.0201,Automotive Engineering Technician/Testing
3115.0202,Test Engineer Product/Vehicle
3115.0301,"Executive, Proto Manufacturing"
3115.0401,Method Study Executive
3115.0501,Manager Maintenance Mechanical &
3115.0601,Master Auto Service Technician/Auto Service
3115.0602,Auto Service Technical Manager/Auto Service
3115.1000,Aeronautical Engineering Technician
3115.1100,"Heating, Ventilation and Refrigeration Engineering"
3115.1200,Die Designer
3115.1301,Tool Designer
3115.1302,Tool Room Supervisor
3115.1400,Loco Foreman
3115.1500,"Yard Foreman, Railway"
3115.1600,Train Examiner
3115.9900,"Mechanical Engineering Technicians, Other"
3116.0100,"Laboratory Assistant, Glass and Ceramics"
3116.0200,"Laboratory Assistant, Food & Beverages/ Chemist/"
3116.0300,"Laboratory Assistant, Chemical Engineering"
3116.0400,"Core Analyst, Petrol and Natural Gas"
3116.0500,"Laboratory Assistant, Petroleum and Lubricants"
3116.0600,"Chemist, Water Purification/Water Treatment"
3116.9900,"Chemical Engineering Technicians,"
3117.0100,Rock Slicer
3117.0200,Petroleum and Natural Gas Extraction Technician
3117.0300,"Laboratory Assistant, Metallurgical"
3117.9900,"Mining and Metallurgical Technicians, Other"
3118.0100,"Draughtperson, Architectural"
3118.0200,"Draughtperson, Civil"
3118.0201,Plumbing Draftsman
3118.0300,"Draughtperson, Electrical"
3118.0301,Draftsman
3118.0302,Physical Design Engineer
3118.0401,"Draughtperson, Mechanical"
3118.0402,Draughtsman – Mechanical
3118.0500,"Draughtperson, Structural"
3118.0600,"Draughtperson, Topographical"
3118.0700,Lithographic Designer
3118.0800,Tracer
3118.0900,Blue Printer
3118.9900,"Draughtpersons, Other"
3119.0100,"Laboratory Assistant, Engineering"
3119.0200,Forensic Science Technician
3119.0300,Fingerprint Expert
3119.0400,Handwriting Expert
3119.0500,Impression Taker
3119.0600,Weather Observer
3119.0700,"Methods, Time and Motion Study Technician"
3119.0800,Fire Prevention Officer
3119.0900,Fire Officer
3119.1000,"Fire Inspectors, Other"
3119.1100,Laser Technician
3119.9900,"Optical and Electronic Equipment Controllers,"
3121.0100,"Supervisor and Foreman, Mining and Quarrying"
3121.0200,"Supervisor and Foreman, Well Drilling"
3121.0300,"Supervisor and Foreman, Mineral  Treating"
3121.0400,"Overman, Colliery"
3121.0500,"Sirdar, Colliery"
3121.0600,Mud Supervisor
3121.0700,Well Pulling Supervisor
3121.0800,Gas Supervisor
3121.9900,Supervisors and Foremen in Mining and  Mineral
3122.0100,"Supervisors and Foremen, Metal Making,"
3122.0200,"Foreman, Blast Furnace"
3122.0300,Stock House Foreman
3122.0400,"Supervisor and Foreman, Metal Treating"
3122.0500,"Supervisor and Foreman, Metal Drawing and"
3122.0601,Assembly Line Supervisor
3122.0800,"Supervisor and Foreman, Glass Forming and"
3122.0900,"Supervisor and Foreman, Ceramics and Related"
3122.1000,"Supervisor and Foreman, Wood Preparation and"
3122.1100,"Supervisor and Foreman, Paper Pulp and"
3122.1300,"Supervisor and Foreman, Chemical Processing and"
3122.1400,"Supervisor and Foreman, Petroleum Refining and"
3122.1600,Boiler Supervisor
3122.1700,"Supervisors and Foremen, Stationary Engine and"
3122.1800,"Supervisor and Foreman, Stone Cutting and"
3122.1900,"Supervisor and Foreman, Machine Tool"
3122.2000,"Supervisor and Foreman, Rubber Goods Making"
3122.2100,"Supervisor and Foreman, Plastic Products Making"
3122.2200,Plastic Moulding Shop Supervisor
3122.2300,Plastic Moulding Shift In -Charge
3122.2400,"Supervisor and Foreman, Wood Working"
3122.2500,"Supervisor and Foreman, Carpentry, Cabinet"
3122.2600,"Supervisor and Foreman, Paper and Paper Board"
3122.2800,Jobber (Textile)
3122.2900,"Supervisor and Foreman, Hosiery"
3122.3000,"Supervisor and Foreman, Tanning and Pelt"
3122.3100,"Supervisor and Foreman, Shoemaking"
3122.3200,"Supervisor and Foreman, Harness and Saddle"
3122.3300,"Supervisor and Foreman, Leather Goods Making"
3122.3400,"Supervisors and Foremen, Textile -Related"
3122.3450,"Scouring Supervisor , Wool"
3122.3500,"Supervisors and Foremen, Tailoring and Dress"
3122.3551,Production Supervisor – Sewing
3122.3600,"Supervisor and Foreman, Brush Making"
3122.3800,"Supervisor and Foreman, Tobacco Preparation,"
3122.3900,"Supervisor and Foreman, Tobacco Product Making"
3122.4000,"Supervisor and Foreman, Material and Freight"
3122.4100,"Supervisor and Foreman, Checking, Sorting,"
3122.4200,"Supervisor and Foreman, Welding and Flame"
3122.4300,"Supervisor and Foreman, Sheet and Structural"
3122.4401,Casting Line In -Charge
3122.4402,Casting Line Supervisor
3122.4501,Forging Shop Shift In -Charge
3122.4502,Forging Shop Supervisor
3122.4601,Press Shop Shift In -Charge
3122.4602,Press Shop Supervisor
3122.4701,Welding Machine Setter
3122.4702,Welding Supervisor
3122.4900,"Supervisor and Foreman, Blacksmith"
3122.5000,"Supervisor and Foreman, Tool Making/Die Making"
3122.5200,"Supervisor and Foreman, Machinery Fitting and"
3122.5300,"Supervisor and Foreman, Motor Vehicle Repairing"
3122.5400,"Supervisor and Foreman, Aircraft Repairing"
3122.5600,"Supervisor and Foreman, Electrical and Electronic"
3122.5700,"Engineering Supervisor, Telephone"
3122.5800,"Sub-Inspector, Telephone"
3122.5900,"Charge Hand, Rack Wiring (Telephone Equipment)"
3122.6000,"Line Supervisor, Electrical"
3122.6200,"Supervisor and Foreman, Precision Instrument"
3122.6300,"Supervisor and Foreman, Musical Instrument"
3122.6400,"Supervisor, Jewellery, Engraving and Precision"
3122.6501,Wax  Model Making Supervisor
3122.6502,Product Development Manager
3122.6503,Planning Supervisor
3122.6504,Blade Sawing Supervisor
3122.6505,Laser Supervisor
3122.6506,Bruting Supervisor
3122.6507,Blocking Supervisor
3122.6508,Polishing Supervisor
3122.6509,Final Assortment Supervisor
3122.6511,Supervisor Faceting and Polishing
3122.6600,"Supervisor and Foreman, Photolitho, Photo"
3122.6700,"Supervisor and Foreman, Printing and Related"
3122.6900,"Supervisor and Foreman, Food"
3122.7000,Juice Clarification Supervisor
3122.7100,"Supervisor and Foreman, Brewing, Aerated Water"
3122.7200,"Supervisor and Foreman, Dairy Products/Dairy"
3122.8001,Rubber Nursery Supervisor
3122.9900,"Manufacturing Supervisors, Other"
3123.0100,"Work Supervisor, Construction"
3123.0200,"Supervisor and Foreman, Insulation"
3123.0300,"Supervisor and Foreman, Plumbing and Pipe"
3123.0301,Plumbing Foreman
3123.0302,Plumbing Supervisor
3123.0400,"Electrical Supervisor, Wiring,"
3123.0500,"Supervisor and Foreman, Painting"
3123.0600,Painting and Surface Treatment Line In -Charge
3123.0700,Painting Supervisor
3123.9900,Supervisors and Foremen and Related Trades
3131.0100,"Stationary Engine Driver, Steam"
3131.0200,"Stationary Engine Driver, Internal Combustion"
3131.0300,"Turbine Operator, Steam"
3131.0400,"Turbine Operator, Hydel"
3131.0500,Power Plant Operator
3131.0600,Electrical Switch Board Operator
3131.0700,"Oiler and Greaser, Stationary Engine and"
3131.0800,Nuclear Plant Control Operator
3131.0900,Breaker Tender
3131.1000,Hopper Attendant/Hopper Machine Operator
3131.1100,Load Dispatcher
3131.9900,"Power Production Plant Operators, Other"
3132.0100,Ice Maker
3132.0200,Reservoir Caretaker
3132.0300,Gas-Compressor Operator
3132.0400,Wastewater Treatment Plant Operator
3132.0500,Heating Plant Superintendent
3132.0600,"Pump Station Operator, Waterworks"
3132.0700,Air Compressor Operator
3132.0800,Ammonia Compressor Attendant
3132.0900,Air Conditioning and Refrigeration Plant
3132.1000,Pumpman
3132.1100,Exhaust Fan Operator
3132.1200,Blower Operator
3132.1300,Incinerator Operator
3132.9900,"Incinerator and Water Treatment Plant Operators,"
3133.0100,"Process Man, Chemical"
3133.0200,Furnace Operator (Chemical)
3133.0300,Boiling Tub Operator (Chemical)
3133.0400,"Batch Still Operator, Chemical"
3133.0500,"Continuous Still Operator, Chemical"
3133.0600,"Bleaching Operator, Chemical"
3133.0700,Chemical Process Operator (Radioactive
3133.0800,Hot Cell Technician
3133.9900,"Chemical Processing Plant Controllers, Other"
3134.0100,"Continuous Still Operator, Petroleum"
3134.0200,Still Man Gas Plant/Gas Plant Operator (Petrol
3134.0300,Pump Man (Petroleum Refining)
3134.0400,Control Man (Petroleum Refining)
3134.0500,Blender (Petroleum Refining)
3134.0600,Paraffin Plant Operator (Petrol Refining)
3134.0700,Pump Station Operator
3134.0800,Treating Plant Operator
3134.9900,"Petroleum Refining Workers, Other"
3135.0500,Mixerman
3135.0600,Convertor Blower/Convertor Blower Technician
3135.0700,Convertor Man/Convertor Blower Technician
3135.0900,Furnace Operator (Non -Ferrous Metal)
3135.1100,"Furnace Operator, Open Hearth"
3135.1200,"Furnace Operator, Second Hand, Open Hearth"
3135.1300,Furnace Operator (Smelting & Refining)
3135.1401,Shift In -Charge Furnace Ferro Alloys
3135.1700,"Roller, Merchant Mill/Mill Operator"
3135.1800,"Roller, Sheet Mill/Mill Operator"
3135.1900,"Operator, Hot Rolling Mill (Non -Ferrous"
3135.2000,"Roller, Hot Rolling Mill (Non -Ferrous Metal)/Mill"
3135.2001,Fluid Management Operator Rolling Mills
3135.2002,Process Operator Rolling Mills
3135.2003,Coil Packaging Machine Operator Rolling Mills
3135.2300,"Operator, Strip Mill (Non -Ferrous Metal)"
3135.2500,Seamless Pipe and Tube Roller
3135.2600,"Furnace Man, Reverberatory, Pulverised Coal"
3135.3001,Heat Treatment Shop Supervisor
3135.3100,Centrifugal Casting Machine Operator
3135.3900,"Control Man, Billet/Process Controller"
3135.9900,"Metal Production Process Controllers, Other"
3139.0100,"Digester Operator, Paper Pulp"
3139.0200,"Beaterman, Paper Pulp"
3139.0300,"Machineman, Paper, Wet End"
3139.0400,"Machineman, Paper, Dry End"
3139.0500,"Calenderman, Paper"
3139.1400,Robotic Machine Operator
3139.1501,Autocomponent Assembly Fitter
3139.2001,Assembly Supervisor
3139.5001,Quality Control Inspector
3139.5002,Quality Controller
3139.9900,"Industrial Robot Operators, Other"
3141.0100,"Laboratory Assistant, Zoological"
3141.0200,"Laboratory Assistant, Botanical"
3141.0300,Taxidermist
3141.9900,"Life Science Technicians (Excluding Medical),"
3142.0101,Micro Irrigation Technician
3142.0201,Bare Foot Technician (BFT)
3142.9900,"Agricultural Technicians, Others  `"
3151.0100,"Chief Engineer, Ship"
3151.0200,"Second Engineer, Ship"
3151.0300,"Third Engineer, Ship"
3151.0400,"Fourth Engineer, Ship"
3151.0500,"Fifth Engineer, Ship/Junior Engineer"
3151.9900,"Ship and Aircraft Controllers and Technicians,"
3152.0100,"Captain, Ship/Master"
3152.0200,"Chief Officer, Ship"
3152.0300,"Second Officer, Ship"
3152.0400,"Third Officer, Ship"
3152.0500,Harbour Master
3152.0600,Pilot Ship/Bay Pilot/Harbour Pilot/Channel Pilot
3152.0900,Ferry Officer
3152.9900,"Ship’s Deck Officers and Pilots, Other"
3153.0100,"Chief Pilot, Aircraft"
3153.0200,Check Pilot
3153.0300,"Pilot, General"
3153.0400,"Aircraft Pilot, Specialized"
3153.0500,"Pilot, Glider"
3153.0600,"Chief Navigator, Aircraft"
3153.0700,"Check Navigator, Aircraft"
3153.0800,"Navigator, Aircraft"
3153.0900,Chief Flight Engineer
3153.1000,Check Flight Engineer
3153.1100,Flight Engineer
3153.9900,Aircraft Pilots and Related Associate
3154.0100,Air Traffic Controller Specialist
3154.0200,"Traffic  Controller, Air Service"
3154.9900,"Air Traffic Controllers, Other"
3211.0100,X-Ray Technician
3211.0101,Radiology Technician
3211.0200,Bio-Medical Equipment Technician
3211.0501,Medical Equipment Technician
3211.0801,Cardiac Care Technician
3211.9900,Medical Imaging and Therapeutic Equipment
3212.0101,Operation Theatre Technician
3212.0201,Dialysis Technician
3212.0301,Anaesthesia Technician
3212.0501,Histotechnician
3212.0601,Phlebotomy Technician
3212.0602,Blood Bank Technician
3212.0701,Medical Laboratory Technician
3212.9900,"Dialysis Technician Life Science Technicians, Other"
3213.0100,Pharmacist
3213.0101,Pharmacy Assistant
3213.0200,"Laboratory Assistant, Pharmaceutical"
3213.9900,"Pharmaceutical Assistants, Other"
3214.0100,"Mechanic, Dental"
3214.9900,"Medical and Dental Prosthetic Technicians, Other"
3221.0100,"Nurse, General"
3221.0200,"Nurse, Industrial"
3221.0300,Nursing Attendant
3221.9900,"Nursing Associate Professionals, Other"
3222.0100,Midwife
3222.0200,Midwifery Attendant
3222.0300,Lady Health Visitor/ASHA Worker/Anganwadi
3222.9900,"Midwifery Associate Professionals, Other"
3240.0100,"Vaccinator, Veterinary"
3240.0200,Stockman
3240.0300,Animal Keeper
3240.0400,"Laboratory Technician, Artificial Breeding"
3240.9900,"Veterinary Technicians and Assistants, Other"
3251.0101,Dental Assistant
3251.9900,"Dental  Assistants and Therapists, Other"
3252.0101,Medical Records and Health Information
3253.0101,Diabetes Educator
3253.0201,Frontline Health Worker
3253.9900,"Community Health Workers, Other"
3254.0100,"Optician, General"
3254.0200,"Optician, Contact Lens"
3254.9900,"Dispensing Opticians, Other"
3255.0101,Assistant Physiotherapist
3256.0101,Refractionist
3256.0202,Vision Technician
3256.9900,"Medical Assistants, Other"
3257.0100,Sanitary Inspector
3257.0300,"Environment Science and Protection Technician,"
3257.0400,Environmental Compliance Inspector
3257.0500,Environmental Engineering Technician
3257.0600,"Health, Safety and Environment Officer"
3257.9900,"Environment Science and Protection Technicians,"
3311.0100,"Broker, Share Market"
3311.0200,"Jobber, Share Market"
3311.0201,Equity Dealer
3311.0202,Mutual Fund Agent
3311.9900,"Securities and Finance Dealers and Brokers, Other"
3312.0100,Finance Agent
3312.0101,Loan Approval Officer
3312.9900,"Credit and Loan Officers, Other"
3314.0100,Economic Investigator
3314.0200,Statistical Assistant
3314.9900,"Statistical, Mathematical and Related Associate"
3315.0100,Valuer
3315.0200,"Claims Inspector, Railways"
3315.0300,"Appraiser, Customs"
3315.0501,Warranty In-Charge
3315.9900,"Valuers and Loss Assessors, Other"
3321.0100,Insurance Agent
3321.0101,Sales Officer (Auto Insurance)
3321.0102,Sales Consultant (Auto Finance)
3321.0200,"Insurance Adjuster, Examiner, Surveyor and"
3321.0201,"Finance, Insurance and Registration"
3321.9900,"Insurance Representatives, Other"
3322.0101,"Sales Representative, Technical"
3322.0200,"Commercial Traveller, General"
3322.0300,"Canvasser, Sales"
3322.0500,"Sales Supervisor, Wholesale Trade"
3322.0601,Key Accounts Sales Manager
3322.0701,Regional Parts Manager
3322.0801,Area Manager (Auto Components)
3322.0802,Sales Officer (Auto Components)
3322.0900,"Sales Supervisor, Retail Trade"
3322.1001,Territory Sales Manager
3322.1002,Territory Sales Manager (Used Vehicles)
3322.1101,Customer Relationship Manager
3322.1102,Regional Manager – Customer Care
3322.1201,Regional Sales Manager (Pre -Owned Vehicles)
3322.1202,Sales Lead (Pre -Owned Vehicles)
3322.1203,Sales Consultant (Pre -Owned Vehicles)
3322.1301,Sales Manager
3322.1302,Sales Consultant (Institutional
3322.1303,Sales Consultant (Retail)
3322.1304,Sales Consultant
3322.1305,Floor Manager
3322.1306,Store Manager
3322.1400,Other Sales Supervisor
3322.1501,Regional Sales Manager (RSM)
3322.1601,Regional Dealer Development Manager/Network
3322.1701,Marketing Manager – Line of Business
3322.1702,Marketing and Social Media Manager
3322.2101,Regional Retail Finance and Insurance Manager
3322.2501,Service Supervisor
3322.2502,Service Advisor
3322.2503,Service Office Manager
3322.2504,Service Office Executive
3322.4001,Pre-Delivery Inspection In -Charge
3322.4002,Pre-Delivery Inspection Supervisor
3322.5001,Plumbing Products Sales Officer
3322.5002,Plumber Aftersales Service
3322.6001,Export Executive
3322.6011,Export Assistant
3322.9900,"Commercial Sales Representatives, Other"
3323.0100,Buyer
3323.0101,Merchandiser – Gem & Jewellery
3323.0102,Merchandiser – Apparel
3323.0200,Purchasing Agent
3323.0301,Vendor Development Executive
3323.0401,Purchase Executive
3323.0501,Purchase Executive – Solar
3323.0601,Associate – Supply Chain Management
3323.0602,Supply Chain Field Assistant
3323.9900,"Buyers, Other"
3334.0100,Property Dealer
3334.0200,House Agent
3334.9900,"Estate Agents, Other"
3339.0200,Brand Manager
3339.0300,Auctioneer
3339.0400,"Crier, Auction"
3339.0500,"Conductor, Auction Sale"
3341.0200,"Overseer, Postmen"
3341.0400,"Supervisor, Telephone"
3341.0500,"Monitor, Telephone"
3341.0600,"Supervisor, Wireless"
3341.0700,Headlight Keeper
3341.0800,Section Officer
3341.0900,"Inspectors and Supervisors, Other (Clerical)"
3341.1000,Office Assistant
3341.1100,Briefing Assistant
3341.1200,Sub-Post Master
3341.9900,"Office Supervisors, Other"
3351.0100,"Inspector, Customs"
3351.0200,"Supervisor, Customs"
3351.0300,Searcher
3351.9900,"Customs and Border Inspectors, Other"
3352.0100,"Inspector, Excise"
3352.9900,"Government Tax and Excise Officials, Other"
3353.0100,Village Level Worker
3353.0200,"Patroller, Women"
3353.9900,"Government Social Benefits Officials, Other"
3355.0100,"Inspector, Police"
3355.0200,"Sub-Inspector, Police"
3355.0300,Detective
3355.9900,"Police Inspectors and Detectives, Other"
3411.0100,Legal Assistant
3411.0200,Shirestedar
3411.0300,Petition Writer
3411.9900,"Legal and Related Associate Professionals, Other"
3412.0100,Blood Donor Unit Assistant
3412.0200,Equal Opportunity Officer
3412.9900,Social Work Associate Professionals
3421.0100,"Professional Sportsman/Professional, Athlete"
3421.0200,Jockey
3422.0100,Athletic Coach
3422.0201,Sports Coach
3422.0300,Riding Instructor
3422.0400,Umpire
3422.0500,Marker/Groundsmen & Women
3422.9900,"Sports Coaches, Instructors and Officials, Other"
3423.0101,Fitness Trainer/Fitness Instructor
3423.0200,Physical Training Instructor/Physical Education
3423.0501,Lifeguard
3423.9900,Fitness and Recreation Instructors and
3431.0100,"Photographer, General"
3431.0200,Photographer News
3431.0300,"Photographer, Aerial"
3431.9900,"Photographers, Other"
3432.0100,Interior Designer
3432.0200,Decorator
3432.0501,Bathroom and Kitchen Designer
3432.9900,"Decorators and Commercial Designers, Other"
3434.0100,Head Cook/Head Chef
3435.0100,Tattoo Artist
3435.0200,Stuntman
3435.0300,Prompter
3435.0400,Merry -Go-Round Operator
3435.0500,Floral Designer
3435.9900,Other Artistic  and Cultural Associate
3511.0101,Domestic Biometric Data Operator
3512.0100,Data Recovery Planner/System Administrator
3512.0101,Domestic IT Helpdesk Attendant
3512.0200,Desktop Publishing Operator
3512.0202,Associate — Desktop Publishing (DTP)
3514.0300,Programming Assistant/Junior Software Engineer
3512.0401,Disk Duplicator
3512.0501,IT Co -Ordinator in School
3512.0601,Associate – Clinical Data Management
3512.0700,Medical Transcriptionist
3512.0702,Associate – Medical Transcription
3512.0801,Engineer – Technical Support
3512.9900,Information and Communication Technology User
3513.0100,System Administration Assistant/Junior System
3513.0200,Computer Security Specialist
3513.0301,Infrastructure Engineer
3513.9900,"Computer Network and Systems Technician,"
3521.0100,Cinematographer
3521.0200,Movie Cameraman
3521.0300,"Cameraman, Animation"
3521.0401,Sound Recording Equipment Operator/Sound
3521.0501,Film Editor/Editor
3521.0511,Sound Editor
3521.0600,"Supervisor, Broadcasting Audiovisual  Projection"
3521.0700,Television Broadcasting Station Operator
3521.0800,"Radio Operator, Broadcasting Station"
3521.0900,Cinematograph Operator
3521.1000,Public Address Equipment Operator
3521.1100,"Station Officer, Overseas Communication"
3521.1200,"Station Technical Assistant, Overseas"
3521.1300,Wireless Operator
3521.1400,"Radio Operator, Ship"
3521.1500,"Radio Operator, Aircraft"
3521.1600,"Control Tower Operator, Aerodrome"
3521.1700,Radar Operator
3521.2000,"Signaller, Ship"
3521.2100,"Light Keeper, Light House"
3521.9900,"Broadcasting and Audiovisual Technicians, Other"
3522.0100,"Telecommunication, Technician"
3522.0200,"Line Inspector, Telephone"
3522.0300,Telephone Inspector
3522.0400,Wireless Inspector Electronics
3522.9900,"Telecommunication Engineering Technicians,"
4110.0100,"Clerk, General"
4110.0200,"Clerk, Enquiry"
4110.0300,Copyright Clerk
4110.0400,Copy Holder
4110.0500,Timekeeper
4110.0600,"Timekeeper, Motor Transport"
4120.0100,Private Secretary
4120.0200,Personal Secretary
4120.0300,Panchayat Secretary
4120.9900,"Secretaries, Other"
4131.0100,Secretary/Back Office Support
4131.0200,Reporter
4131.0400,Braille Typist
4131.0500,Teleprinter Operator
4131.0600,Computer Operator
4131.9900,"Typists and Word Processing Operators,"
4132.0401,Data Entry Machine Operator
4132.0402,Domestic Data Entry Operator
4132.0600,Coding Machine Operator
4132.0800,Duplicating Machine Operator/Photocopier
4132.0900,Embossing Machine Operator
4132.1000,Addressing Machine Operator
4132.1300,Bookkeeping Machine Operator
4132.1400,Bill Processing Clerk
4132.9900,"Data Entry Clerks, Other"
4211.0100,"Cashier, General"
4211.0200,"Cashier, Bank"
4211.0301,"Cashier, Cash Counter"
4211.0302,"Cashier, Gem & Jewellery"
4211.0400,"Teller, Bank"
4211.9900,"Bank Tellers and Related Clerks, Other"
4212.0100,"Booking Clerk, Recreation"
4212.0200,Bookmaker
4212.9900,"Bookmakers, Croupiers and Related Gaming"
4213.0100,Moneylender
4213.0200,Pawn Broker
4213.9900,"Pawnbrokers and Moneylenders, Other"
4214.0100,Bill Collector
4214.0201,Debt Recovery Agents
4214.9900,"Debt Collectors and Related Workers, Other"
4221.0100,Travel Consultants & Organizers
4221.0200,Flight Attendants and Travel Stewards
4221.0300,"Reservation Clerk, Transport/Reservation"
4221.0400,"Booking Clerk, Transport/Concierge"
4221.9900,"Travel Consultants and Clerks, Others"
4222.0101,Technical Support Executive – Non -Voice
4222.0102,Technical Support Executive – Voice
4223.0100,"Telephone Operator, Trunk"
4223.0200,"Telephone Operator, Local"
4223.0300,"Telephone Operator, PBX"
4223.9900,"Telephone Switchboard Operators, Other"
4224.0100,Receptionist (Hotel)/Front Office Associate
4224.9900,"Hotel Receptionists, Other"
4225.0100,Complaint Attending Clerk/Customer Service
4225.9900,"Inquiry Clerks, Other"
4226.0100,Reception Clerk/Front Desk
4226.0201,Showroom Hostess/Host
4311.0101,Bookkeeper General/Accounts Executive
4311.0200,Bank Clerk
4311.0300,Ledger Clerk
4311.0401,Accounts Executive (Accounts Payable &
4311.0500,"Audit, Clerk"
4311.0600,"Clerk, Cost Accounting"
4311.0700,Bill and Accounts Collector
4311.0801,Rubber Nursery Office Assistant
4311.9900,"Accounting and Bookkeeping Clerks, Others"
4312.0100,Statistical Clerks
4312.9900,"Statistical Finance and Insurance Clerks,"
4313.0101,Accounts Clerk/Accounts Executive (Payroll)
4313.0201,Accounts Executive (Statutory Compliance)
4321.0100,Store Keeper
4321.0101,Spare Parts Operations Executive
4321.0102,Inventory Clerk
4321.0103,Inventory Manager
4321.0104,Storage Assistant
4321.0200,Store Distributor
4321.0301,Stock Verifier
4321.0302,Incoming Inspection Technician
4321.0401,Manager Stores Operation
4321.0402,Spare Parts Operations In -Charge
4321.0501,Store Ops Assistant
4321.0601,Warehouse Picker
4321.0602,Warehouse Binner
4321.0603,Warehouse Packer
4321.0604,Kitting and Labelling Executive
4321.0701,Warranty Processor
4321.9900,"Stock Clerks, Other"
4322.0101,Inventory Manager (Wholesale)
4322.0201,Junior Rubber Technician/Technical
4323.0100,"Yard Master, Railway"
4323.0200,Head Train Recorder
4323.0300,"Traffic Regulator, Tram"
4323.0400,"Controller, Tram"
4323.0500,"Traffic Timetable Inspector, Tram"
4323.9900,"Transport Clerks, Other"
4411.0100,Library Clerk
4411.0200,Braille and Talking Books Clerk
4411.0300,"Preservation Assistant, Archives"
4411.9900,"Library Clerks, Other"
4412.0100,Mail Guard
4412.0200,Postman
4412.0300,Village Postman
4412.9900,"Mail Carriers and Sorting Clerks, Other"
4413.0100,Coding Clerk
4413.0200,Proofreader
4413.9900,"Coding, Proofreading and Related Clerks,"
4414.0100,"Braille Transcriber, Hand"
4414.9900,"Scribes and Related Clerks, Other"
4416.0101,Associate – HRO
4419.0100,Publicity Assistant
4419.0102,Business Correspondent
4419.0200,Patwari
4419.0300,"Patrol, Irrigation"
4419.0400,Bailiff
4419.0500,Office Boy/Peon
4419.0600,Daftry
4419.0800,Process Server
4419.9900,"Clerical Support Workers, Other"
5111.0100,"Chief Steward, Ship/Chief Cook"
5111.0200,"Steward, Ship/Mess Man"
5111.0300,Air Hostess
5111.0400,Flight Steward
5111.0500,Aircraft Cargo Handling Supervisor
5111.0600,Air Crew Member
